"Interested","Fseen","FlightsCount","EngType","PicY","Lat","InHg","AltT","TrkH","PosTime","TimeAdded","Cou","PicX","OpIcao","Dst","Vsi","Tag","Icao","Rcvr","Alt","Species","Year","WTC","Mdl","Bad","PosStale","HasPic","From","Call","Source","Sqk","SpdTyp","HasSig","Mlat","Trak","Type","CMsgs","CNum","Gnd","Id","TAlt","Cos","Trt","CallSus","Sat","Sig","OpCode","TTrk","Help","VsiT","Stops","ResetTrail","Op","TT","TSecs","GAlt","To","Tisb","IsTisb","Brng","Man","Engines","Cot","Spd","Mil","EngMount","Long","Reg"
"False","10/10/2018 20:46:22","0","2","0","52.1551","30","0","False","1539204919756","10/10/2018 21:55:31","United Kingdom","0","","402","0","","43C248","1","2643","4","0","2","AgustaWestland Apache AH.1","False","False","False","","","military","0","0","False","False","291","H64","85","WAH-14","False","4440648","0",,"2","False","False","0","","0","False","0",,"False","Army Air Corps","","540","2502","","False","False","123","AgustaWestland","2",,"0","True","0","0.5317","ZJ179"
"False","10/10/2018 20:15:37","0","2","0","54.176605","30","0","False","1539204366169","10/10/2018 21:55:31","United Kingdom","0","AAC","45","0","","43C2B7","1","7000","1","2007","1","Britten-Norman Defender AL.2","False","True","False","","AAC  515","military","6222","0","True","False","122","BN2T","1019","4015","False","4440759","0",,"2","False","False","49","","0","False","0",,"False","Army Air Corps","","2384","6814","","False","False","261","Britten-Norman","2",,"110","True","0","-5.078823","ZH001"
"False","10/10/2018 19:13:29","0","3","0","52.5323","30","0","False","1539204919545","10/10/2018 21:55:31","United States","0","RCH","381","10","","AE0480","1","2798","1","0","3","Boeing KC-135R","False","False","False","","QID32","military","6070","0","False","False","267","K35R","1813","18099","False","11404416","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","6113","2701","","False","False","118","Boeing","4",,"268","True","0","0.5844","60-0324"
"False","10/10/2018 19:13:08","0","2","0","51.771907","30","0","False","1539204919545","10/10/2018 21:55:31","United Kingdom","0","RRR","325","-2688","","43C5E7","1","6925","1","2016","3","Airbus A400M Atlas C.1","False","False","False","","ASCOT484","military","3745","0","True","False","118","A400","2085","045","False","4441575","0",,"4","False","False","16","","0","False","0",,"False","Royal Air Force","","6134","6710","","False","False","147","Airbus Military","4",,"146","True","0","-1.801147","ZM413"
"False","10/10/2018 19:03:20","0","2","0","52.3463","30","0","False","1539204907018","10/10/2018 21:55:31","United Kingdom","0","RRR","328","0","","43C12A","1","10000","1","1999","2","Lockheed C-130J Hercules C.5","False","False","False","","JIGSAW1","military","6401","0","True","True","241","C30J","1758","5481","False","4440362","0",,"2","False","False","41","","0","False","0",,"False","Royal Air Force","","6722","9844","","False","False","128","Lockheed","4",,"0","True","0","-0.6044","ZH883"
"False","10/10/2018 18:48:10","0","2","0","51.1411","30","0","False","1539204793018","10/10/2018 21:55:31","United Kingdom","0","BDN","416","0","","43C5FB","1","1200","4","0","2","Boeing-Vertol Chinook HC.5","False","True","False","","SHF434","military","3646","0","True","True","36","H47","483","M.4483","False","4441595","0",,"2","False","False","53","","0","False","0",,"False","Royal Air Force","","7631","985","","False","False","144","Boeing-Vertol","2",,"0","True","0","-0.9245","ZH904"
"False","10/10/2018 17:13:22","0","2","0","54.0037","30","0","False","1539204916311","10/10/2018 21:55:31","United States","0","RCH","220","27","","AE54CD","1","4025","1","2014","2","Lockheed MC-130J Commando II","False","False","False","","STRIX61","military","6071","0","False","False","292","C30J","2156","5760","False","11424973","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","13320","3928","","False","False","96","Lockheed","4",,"262","True","0","-1.0456","12-5760"
"False","10/10/2018 17:13:22","0","2","0","54.0044","30","0","False","1539204919545","10/10/2018 21:55:31","United States","0","RCH","220","-14","","AE5963","1","4900","1","2015","2","Lockheed MC-130J Commando II","False","False","False","","STRIX62","military","6071","0","False","False","293","C30J","2105","5786","False","11426147","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","13320","4803","","False","False","96","Lockheed","4",,"265","True","0","-1.0441","13-5786"
"False","10/10/2018 20:43:45","0","2","0","52.1244","30","0","False","1539205058055","10/10/2018 21:57:39","United Kingdom","0","","402","0","","43C248","1","2624","4","0","2","AgustaWestland Apache AH.1","False","False","False","","HUNTER2","military","4521","0","False","False","180","H64","133","WAH-14","False","4440648","0",,"2","False","False","0","","0","False","0",,"False","Army Air Corps","","833","2527","","False","False","124","AgustaWestland","2",,"0","True","0","0.4969","ZJ179"
"False","10/10/2018 20:15:09","0","2","0","54.148178","30","0","False","1539204285679","10/10/2018 21:57:39","United Kingdom","0","AAC","41","0","","43C2B7","1","7000","1","2007","1","Britten-Norman Defender AL.2","False","True","False","","AAC  515","military","6222","0","True","False","120","BN2T","1377","4015","False","4440759","0",,"2","False","False","93","","0","False","0",,"False","Army Air Corps","","2549","6696","","False","False","256","Britten-Norman","2",,"112","True","0","-4.997524","ZH001"
"False","10/10/2018 19:13:29","0","3","0","52.516","30","0","False","1539205054313","10/10/2018 21:57:39","United States","0","RCH","367","10","","AE0480","1","2788","1","0","3","Boeing KC-135R","False","False","False","","QID32","military","401","0","False","False","268","K35R","2364","18099","False","11404416","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","6249","2661","","False","False","120","Boeing","4",,"269","True","0","0.3177","60-0324"
"False","10/10/2018 19:13:08","0","2","0","51.73704","30","0","False","1539205039308","10/10/2018 21:57:39","United Kingdom","0","RRR","332","-2432","","43C5E7","1","3175","1","2016","3","Airbus A400M Atlas C.1","False","False","False","","ASCOT484","military","3745","0","True","False","118","A400","2657","045","False","4441575","0",,"4","False","False","26","","0","False","0",,"False","Royal Air Force","","6271","2960","","False","False","146","Airbus Military","4",,"135","True","0","-1.695557","ZM413"
"False","10/10/2018 19:02:45","0","2","0","52.2674","30","0","False","1539205051490","10/10/2018 21:57:39","United Kingdom","0","RRR","322","0","","43C12A","1","10000","1","1999","2","Lockheed C-130J Hercules C.5","False","False","False","","JIGSAW1","military","6401","0","True","True","240","C30J","2248","5481","False","4440362","0",,"2","False","False","54","","0","False","0",,"False","Royal Air Force","","6894","9844","","False","False","132","Lockheed","4",,"0","True","0","-0.8487","ZH883"
"False","10/10/2018 18:54:23","0","2","576","54.2861","30","0","False","1539204515256","10/10/2018 21:57:39","United States","1024","","160","17","","AE5407","1","1300","6","0","2","Bell/Boeing CV-22B Osprey","False","True","True","","KNIFE73","military","7000","0","True","False","312","V22","1321","D1042","False","11424775","0",,"2","False","False","28","","0","False","0",,"False","United States Air Force","","7395","1173","","False","False","87","Bell/Boeing","2",,"294","True","0","-1.934","08-0051"
"False","10/10/2018 18:45:40","0","2","0","51.1411","30","0","False","1539204793247","10/10/2018 21:57:39","United Kingdom","0","BDN","416","0","","43C5FB","1","1200","4","0","2","Boeing-Vertol Chinook HC.5","False","True","False","","SHF434","military","3646","0","True","True","36","H47","579","M.4483","False","4441595","0",,"2","False","False","136","","0","False","0",,"False","Royal Air Force","","7918","985","","False","False","144","Boeing-Vertol","2",,"0","True","0","-0.9245","ZH904"
"False","10/10/2018 16:35:37","0","2","0","54.0904","30","0","False","1539205055908","10/10/2018 21:57:39","United States","0","RCH","197","27","","AE54CD","1","3675","1","2014","2","Lockheed MC-130J Commando II","False","False","False","","STRIX61","military","6071","0","False","False","292","C30J","2679","5760","False","11424973","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","15721","3578","","False","False","94","Lockheed","4",,"262","True","0","-1.372","12-5760"
"False","10/10/2018 16:30:58","0","2","0","54.0799","30","0","False","1539205054313","10/10/2018 21:57:39","United States","0","RCH","200","1","","AE5963","1","3675","1","2015","2","Lockheed MC-130J Commando II","False","False","False","","STRIX62","military","6071","0","False","False","301","C30J","2763","5786","False","11426147","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","16000","3548","","False","False","94","Lockheed","4",,"266","True","0","-1.3395","13-5786"
"False","10/10/2018 20:43:45","0","2","0","52.1153","30","0","False","1539205100324","10/10/2018 21:58:22","United Kingdom","0","","402","0","","43C248","1","2623","4","0","2","AgustaWestland Apache AH.1","False","False","False","","HUNTER2","military","4521","0","False","False","181","H64","145","WAH-14","False","4440648","0",,"2","False","False","0","","0","False","0",,"False","Army Air Corps","","877","2526","","False","False","124","AgustaWestland","2",,"0","True","0","0.4979","ZJ179"
"False","10/10/2018 20:15:09","0","2","0","54.148178","30","0","False","1539204284383","10/10/2018 21:58:22","United Kingdom","0","AAC","41","0","","43C2B7","1","7000","1","2007","1","Britten-Norman Defender AL.2","False","True","False","","AAC  515","military","6222","0","False","False","120","BN2T","1401","4015","False","4440759","0",,"2","False","False","0","","0","False","0",,"False","Army Air Corps","","2593","6696","","False","False","256","Britten-Norman","2",,"112","True","0","-4.997524","ZH001"
"False","10/10/2018 19:13:29","0","3","0","52.5045","30","0","False","1539205100320","10/10/2018 21:58:22","United States","0","RCH","363","10","","AE0480","1","2762","1","0","3","Boeing KC-135R","False","False","False","","QID32","military","401","0","False","False","228","K35R","2371","18099","False","11404416","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","6293","2621","","False","False","120","Boeing","4",,"269","True","0","0.2393","60-0324"
"False","10/10/2018 19:13:07","0","2","0","51.738235","30","0","False","1539205087244","10/10/2018 21:58:22","United Kingdom","0","RRR","333","-768","","43C5E7","1","2550","1","2016","3","Airbus A400M Atlas C.1","False","False","False","","ASCOT484","military","3745","0","False","False","77","A400","2682","045","False","4441575","0",,"4","False","False","0","","0","False","0",,"False","Royal Air Force","","6315","2335","","False","False","146","Airbus Military","4",,"135","True","0","-1.653665","ZM413"
"False","10/10/2018 19:02:46","0","2","0","52.2439","30","0","False","1539205093908","10/10/2018 21:58:22","United Kingdom","0","RRR","320","0","","43C12A","1","10000","1","1999","2","Lockheed C-130J Hercules C.5","False","False","False","","JIGSAW1","military","6401","0","True","True","241","C30J","2274","5481","False","4440362","0",,"2","False","False","48","","0","False","0",,"False","Royal Air Force","","6936","9844","","False","False","132","Lockheed","4",,"0","True","0","-0.9213","ZH883"
"False","10/10/2018 18:54:23","0","2","576","54.2861","30","0","False","1539204515434","10/10/2018 21:58:22","United States","1024","","160","17","","AE5407","1","1200","6","0","2","Bell/Boeing CV-22B Osprey","False","True","True","","KNIFE73","military","7000","0","True","False","312","V22","1348","D1042","False","11424775","0",,"2","False","False","52","","0","False","0",,"False","United States Air Force","","7439","1073","","False","False","87","Bell/Boeing","2",,"294","True","0","-1.934","08-0051"
"False","10/10/2018 18:45:40","0","2","0","51.1411","30","0","False","1539204793477","10/10/2018 21:58:22","United Kingdom","0","BDN","416","0","","43C5FB","1","1200","4","0","2","Boeing-Vertol Chinook HC.5","False","True","False","","SHF434","military","3646","0","True","True","36","H47","603","M.4483","False","4441595","0",,"2","False","False","96","","0","False","0",,"False","Royal Air Force","","7962","985","","False","False","144","Boeing-Vertol","2",,"0","True","0","-0.9245","ZH904"
"False","10/10/2018 16:35:37","0","2","0","54.1215","30","0","False","1539205102013","10/10/2018 21:58:22","United States","0","RCH","191","27","","AE54CD","1","3650","1","2014","2","Lockheed MC-130J Commando II","False","False","False","","STRIX61","military","6071","0","False","False","292","C30J","2688","5760","False","11424973","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","15765","3553","","False","False","93","Lockheed","4",,"262","True","0","-1.4667","12-5760"
"False","10/10/2018 16:30:58","0","2","0","54.1108","30","0","False","1539205100320","10/10/2018 21:58:22","United States","0","RCH","193","1","","AE5963","1","3724","1","2015","2","Lockheed MC-130J Commando II","False","False","False","","STRIX62","military","6071","0","False","False","301","C30J","2775","5786","False","11426147","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","16044","3597","","False","False","93","Lockheed","4",,"266","True","0","-1.4356","13-5786"
"False","10/10/2018 20:43:46","0","2","0","52.0924","30","0","False","1539205266531","10/10/2018 22:01:14","United Kingdom","0","","406","0","","43C248","1","2625","4","0","2","AgustaWestland Apache AH.1","False","False","False","","HUNTER2","military","4521","0","False","False","93","H64","169","WAH-14","False","4440648","0",,"2","False","False","0","","0","False","0",,"False","Army Air Corps","","1047","2528","","False","False","124","AgustaWestland","2",,"0","True","0","0.5345","ZJ179"
"False","10/10/2018 20:39:35","0","2","0","52.3934","30","0","False","1539204799261","10/10/2018 22:01:14","United Kingdom","0","RRR","336","0","","43C0BF","1","38675","1","1996","2","Lockheed C-130J-30 Hercules C.4","False","True","False","","JIGSAW2","military","7001","0","True","False","256","C30J","176","5416","True","4440255","0",,"2","True","False","7","","0","False","0",,"False","Royal Air Force","","1298","38519","","False","False","126","Lockheed","4",,"0","True","0","-0.3814","ZH867"
"False","10/10/2018 20:15:11","0","2","0","54.148178","30","0","False","1539204284926","10/10/2018 22:01:14","United Kingdom","0","AAC","41","0","","43C2B7","1","7000","1","2007","1","Britten-Norman Defender AL.2","False","True","False","","AAC  515","military","6222","0","False","False","120","BN2T","1501","4015","False","4440759","0",,"2","False","False","0","","0","False","0",,"False","Army Air Corps","","2762","6696","","False","False","256","Britten-Norman","2",,"112","True","0","-4.997524","ZH001"
"False","10/10/2018 19:13:32","0","3","0","52.3963","30","0","False","1539205272372","10/10/2018 22:01:14","United States","0","RCH","370","10","","AE0480","1","2901","1","0","3","Boeing KC-135R","False","False","False","","QID32","military","401","0","False","False","102","K35R","2394","18099","False","11404416","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","6461","2760","","False","False","122","Boeing","4",,"269","True","0","0.242","60-0324"
"False","10/10/2018 19:13:08","0","2","0","51.820274","30","0","False","1539205272372","10/10/2018 22:01:14","United Kingdom","0","RRR","328","3008","","43C5E7","1","5775","1","2016","3","Airbus A400M Atlas C.1","False","False","False","","ASCOT484","military","3745","0","False","False","272","A400","2718","045","False","4441575","0",,"4","False","False","0","","0","False","0",,"False","Royal Air Force","","6485","5560","","False","False","144","Airbus Military","4",,"262","True","0","-1.583557","ZM413"
"False","10/10/2018 19:02:45","0","2","0","52.1599","30","0","False","1539205272425","10/10/2018 22:01:14","United Kingdom","0","RRR","315","0","","43C12A","1","10000","1","1999","2","Lockheed C-130J Hercules C.5","False","False","False","","JIGSAW1","military","6401","0","True","True","246","C30J","2373","5481","False","4440362","0",,"2","False","False","95","","0","False","0",,"False","Royal Air Force","","7108","9844","","False","False","136","Lockheed","4",,"0","True","0","-1.1785","ZH883"
"False","10/10/2018 18:54:24","0","2","576","54.2861","30","0","False","1539204516111","10/10/2018 22:01:14","United States","1024","","160","17","","AE5407","1","1900","6","0","2","Bell/Boeing CV-22B Osprey","False","True","True","","KNIFE73","military","7000","0","False","False","312","V22","1409","D1042","False","11424775","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","7609","1773","","False","False","87","Bell/Boeing","2",,"294","True","0","-1.934","08-0051"
"False","10/10/2018 16:35:38","0","2","0","54.207707","30","0","False","1539205260377","10/10/2018 22:01:14","United States","0","RCH","173","27","","AE54CD","1","2650","1","2014","2","Lockheed MC-130J Commando II","False","False","False","","STRIX61","military","7000","0","False","True","299","C30J","2743","5760","False","11424973","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","15935","2553","","False","False","90","Lockheed","4",,"262","True","0","-1.73899","12-5760"
"False","10/10/2018 16:30:57","0","2","0","54.203377","30","0","False","1539205270656","10/10/2018 22:01:14","United States","0","RCH","173","1","","AE5963","1","2150","1","2015","2","Lockheed MC-130J Commando II","False","False","False","","STRIX62","military","7000","0","False","True","292","C30J","2800","5786","False","11426147","0",,"2","False","False","0","","0","False","0",,"False","United States Air Force","","16216","2023","","False","False","90","Lockheed","4",,"266","True","0","-1.727519","13-5786"
"False","10/10/2018 20:53:08","0","2","0","52.768204","30","0","False","1539204870523","10/10/2018 22:03:15","United Kingdom","0","","202","0","","43C8E2","1","1000","4","2017","1","Airbus H135 Juno HT.1","False","True","False","","","military","7000","0","False","False","111","EC35","9","2005","False","4442338","0",,"2","False","False","0","","0","False","0",,"False","Royal Air Force","","606","755","","False","False","143","Airbus Helicopters","2",,"0","True","0","-2.603531","ZM508"
